Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Razor + unique peptides 1	Razor + unique peptides 2	Unique peptides 1	Unique peptides 2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 11	Fraction 12	Fraction 13	Q-value	Score	Identification type 1	Identification type 2	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Intensity	Intensity 1	Intensity 2	iBAQ	iBAQ 1	iBAQ 2	LFQ intensity 1	LFQ intensity 2	MS/MS count 1	MS/MS count 2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.7.7030:mRNA-p1	Tb927.7.7030:mRNA-p1	17	17	17	Tb927.7.7030:mRNA-p1 | transcript=Tb927.7.7030:mRNA | gene=Tb927.7.7030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=zinc-finger of a C2HC-type, putative | transcript_product=zinc-finger of a C2HC-type, putative | location=Tb927_07_v5.1:2009	1	17	17	17	3	17	3	17	3	17	40.7	40.7	40.7	68.705	651	651	10.4		3	1	1	19	1	0	105.09	By MS/MS	By MS/MS	4.3	40.7	250750000	11575000	239170000	7835800	361710	7474100	2166800	65848000	3	19	22				2476	970;2448;6726;8170;8512;9807;10976;11607;12717;14833;19418;20072;20073;20432;21055;22827;23793	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1032;2640;7218;8760;9120;10512;11732;12393;13604;15851;21018;21716;21717;22090;22743;24619;25655	2459;2460;2461;6193;16208;19653;19654;19655;20453;20454;23434;26219;27788;30652;35758;47441;49024;49025;49026;49815;51332;51333;55438;55439;57773	2342;2343;5874;15498;18871;18872;19665;19666;22570;25292;26900;29626;34489;45769;47289;47290;48041;49464;49465;53358;53359;55628	2342;5874;15498;18871;19665;22570;25292;26900;29626;34489;45769;47289;47290;48041;49464;53358;55628		
Tb927.7.7050:mRNA-p1	Tb927.7.7050:mRNA-p1	11	11	11	Tb927.7.7050:mRNA-p1 | transcript=Tb927.7.7050:mRNA | gene=Tb927.7.7050 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:2014522-201741	1	11	11	11	8	10	8	10	8	10	17.4	17.4	17.4	104.48	965	965	7.21	1	8			10		0	53.57	By MS/MS	By MS/MS	13.4	15.3	159260000	69465000	89791000	3981400	1736600	2244800	22799000	22542000	7	11	18				2477	23;292;1226;2402;7132;7367;9367;14277;14513;26515;28144	True;True;True;True;True;True;True;True;True;True;True	25;318;1307;2593;7653;7901;10031;15263;15517;28580;30340	56;57;58;780;781;3116;3117;6104;6105;17204;17205;17786;17787;22441;34516;34517;35070;64405;68653	51;52;743;744;2950;2951;5788;5789;16440;16441;16442;17021;17022;21578;33319;33320;33841;62136;66244	52;743;2950;5788;16440;17021;21578;33319;33841;62136;66244		
Tb927.7.710:mRNA-p1	Tb927.7.710:mRNA-p1	32	29	29	Tb927.7.710:mRNA-p1 | transcript=Tb927.7.710:mRNA | gene=Tb927.7.710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=heat shock 70 kDa protein, putative | transcript_product=heat shock 70 kDa protein, putative | location=Tb927_07_v5.1:156246-15	1	32	29	29	21	29	18	26	18	26	65.1	60.4	60.4	70.211	639	639	9.7	1	2	23	1	28	34	0	248.95	By MS/MS	By MS/MS	45.2	59.2	1913000000	610260000	1302800000	59782000	19071000	40711000	152660000	183940000	24	53	77				2478	1874;2604;3104;3565;5612;5613;5792;7335;7336;12748;13122;14124;17498;18217;18567;18874;19207;19576;19577;19802;20045;23003;23847;24264;25142;25992;25993;26358;28076;28671;28672;29545	True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True	2000;2797;3337;3827;6008;6009;6197;7867;7868;13638;14035;14036;15107;18689;19560;20053;20416;20783;21188;21189;21190;21191;21431;21689;24809;25713;26153;27090;28013;28014;28408;30264;30923;30924;31852	4781;4782;6524;6525;6526;6527;6528;6529;7743;7744;7745;7746;7747;7748;7749;7750;7751;8813;8814;8815;8816;13493;13494;13495;13496;13928;13929;13930;17668;17669;17670;17671;17672;30730;31585;31586;31587;31588;31589;31590;34135;42087;42088;42089;44016;44017;44018;44019;44020;45135;45956;45957;45958;45959;46814;46815;46816;46817;46818;46819;47785;47786;47787;47788;47789;47790;47791;47792;47793;47794;47795;47796;47797;47798;47799;47800;47801;47802;47803;47804;47805;47806;47807;47808;47809;48410;48411;48971;48972;48973;48974;55894;55895;55896;57892;57893;57894;57895;57896;57897;58869;58870;58871;58872;58873;60932;60933;60934;60935;60936;63182;63183;64058;64059;64060;68499;68500;68501;69996;69997;69998;72123;72124	4549;6192;6193;6194;6195;6196;7378;7379;7380;7381;8402;8403;8404;12892;12893;12894;12895;13314;13315;13316;16890;16891;16892;29695;30500;30501;30502;30503;30504;30505;32953;40532;40533;40534;42421;42422;42423;42424;42425;43508;44315;44316;44317;44318;45149;45150;45151;45152;45153;45154;45155;46104;46105;46106;46107;46108;46109;46110;46111;46112;46113;46114;46115;46116;46117;46118;46119;46120;46121;46122;46123;46124;46125;46126;46699;47236;47237;47238;47239;53821;53822;53823;55749;55750;55751;55752;56674;56675;56676;56677;56678;58655;58656;58657;58658;60915;60916;61767;61768;66097;66098;66099;67546;67547;69607;69608;69609	4549;6194;7379;8404;12893;12895;13315;16890;16891;29695;30503;32953;40533;42423;43508;44317;45155;46111;46121;46699;47237;53823;55750;56677;58658;60915;60916;61768;66099;67546;67547;69609	1091;2596	60;184
Tb927.7.7160:mRNA-p1	Tb927.7.7160:mRNA-p1	2	2	2	Tb927.7.7160:mRNA-p1 | transcript=Tb927.7.7160:mRNA | gene=Tb927.7.7160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplastid-specific dual specificity phosphatase, putative | transcript_product=kinetoplastid-specific dual specificity p	1	2	2	2	1	1	1	1	1	1	2.4	2.4	2.4	102.21	966	966	7		1			1		0	4.1832	By MS/MS	By MS/MS	1.1	1.2	2453700	0	2453700	54527	0	54527	0	660860	1	1	2				2479	660;5068	True;True	705;5433	1700;12283	1611;11732	1611;11732		
Tb927.7.7170:mRNA-p1	Tb927.7.7170:mRNA-p1	2	2	2	Tb927.7.7170:mRNA-p1 | transcript=Tb927.7.7170:mRNA | gene=Tb927.7.7170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=CYC2-like cyclin, putative | transcript_product=CYC2-like cyclin, putative | location=Tb927_07_v5.1:2056393-2058567(-) | pro	1	2	2	2	1	1	1	1	1	1	4.1	4.1	4.1	78.963	724	724	7		1			1		0	7.3952	By MS/MS	By MS/MS	2.3	1.8	2587600	0	2587600	89226	0	89226	0	696910	1	1	2				2480	3068;19437	True;True	3298;21041	7669;47478	7306;45803	7306;45803		
Tb927.7.7230:mRNA-p1	Tb927.7.7230:mRNA-p1	6	6	6	Tb927.7.7230:mRNA-p1 | transcript=Tb927.7.7230:mRNA | gene=Tb927.7.7230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nitroreductase | transcript_product=nitroreductase | location=Tb927_07_v5.1:2083473-2084435(-) | protein_length=320 | sequen	1	6	6	6	5	5	5	5	5	5	27.8	27.8	27.8	35.522	320	320	8			5			5	0	60.673	By MS/MS	By MS/MS	22.5	23.1	211680000	116390000	95288000	13230000	7274500	5955500	19507000	14560000	5	5	10				2481	2053;5195;8556;21258;23169;30537	True;True;True;True;True;True	2217;5570;9169;22957;24979;32915	5275;5276;12575;20567;20568;51795;56301;56302;74462;74463	5025;5026;12015;19778;19779;49912;54206;54207;71905;71906	5026;12015;19778;49912;54207;71906		
Tb927.7.7250:mRNA-p1	Tb927.7.7250:mRNA-p1	18	18	18	Tb927.7.7250:mRNA-p1 | transcript=Tb927.7.7250:mRNA | gene=Tb927.7.7250 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Ankyrin repeats (3 copies), putative | transcript_product=Ankyrin repeats (3 copies), putative | location=Tb927_07_v5.1:2088	1	18	18	18	17	13	17	13	17	13	18.3	18.3	18.3	142.4	1317	1317	6.26	3	18	1	2	15		0	84.142	By MS/MS	By MS/MS	17.5	13.1	197090000	113540000	83551000	4022300	2317200	1705100	30405000	25379000	21	16	37				2482	540;2756;4668;5185;6892;8603;11207;15974;15976;19909;19999;22331;23411;23592;24797;25942;29394;29820	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	580;2957;5004;5005;5559;7396;9220;11973;17049;17051;21546;21642;24089;25234;25438;26718;27960;31692;32145	1422;1423;1424;6902;6903;11321;11322;11323;11324;12554;12555;16644;16645;20665;20666;26804;26805;26806;38497;38498;38500;48693;48694;48872;48873;54249;54250;54251;54252;56861;56862;57274;60114;63024;63025;63026;63027;71767;72729	1351;1352;6547;6548;10830;10831;10832;10833;11991;11992;15919;15920;19872;19873;25881;25882;25883;25884;37112;37113;37115;37116;46969;46970;47140;47141;52210;52211;52212;54740;55140;57873;60754;60755;60756;60757;69273;70200	1352;6548;10833;11992;15920;19873;25884;37112;37116;46970;47141;52210;54740;55140;57873;60756;69273;70200	2597	761
Tb927.7.7260:mRNA-p1;Tb11.v5.0835.1-p1	Tb927.7.7260:mRNA-p1;Tb11.v5.0835.1-p1	7;4	7;4	7;4	Tb927.7.7260:mRNA-p1 | transcript=Tb927.7.7260:mRNA | gene=Tb927.7.7260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinesin, putative | transcript_product=kinesin, putative | location=Tb927_07_v5.1:2093414-2096539(-) | protein_length=1041 |	2	7	7	7	6	5	6	5	6	5	9	9	9	113.35	1041	1041;472	7		6			6		0	16.755	By MS/MS	By MS/MS	6.8	6.5	40768000	13413000	27355000	679470	223550	455920	5192900	6239400	6	6	12				2483	807;1424;2599;3795;13684;14388;14831	True;True;True;True;True;True;True	858;1521;2792;4071;14632;15380;15849	2028;3640;3641;6509;6510;9325;33005;34760;34761;34762;35753;35754	1914;3463;3464;6175;6176;8906;31863;33557;33558;33559;34484;34485	1914;3464;6175;8906;31863;33557;34484		
Tb927.7.7280:mRNA-p1	Tb927.7.7280:mRNA-p1	1	1	1	Tb927.7.7280:mRNA-p1 | transcript=Tb927.7.7280:mRNA | gene=Tb927.7.7280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_07_v5.1:2101047-2102888(-)	1	1	1	1	0	1	0	1	0	1	3.9	3.9	3.9	65.487	613	613	13						1	0	7.8511		By MS/MS	0	3.9	8040400	0	8040400	251260	0	251260	0	1224600	0	1	1				2484	9872	True	10578	23572	22706	22706		
Tb927.7.7290:mRNA-p1	Tb927.7.7290:mRNA-p1	3	3	2	Tb927.7.7290:mRNA-p1 | transcript=Tb927.7.7290:mRNA | gene=Tb927.7.7290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=COG4 transport protein, putative | transcript_product=COG4 transport protein, putative | location=Tb927_07_v5.1:2103603-2106	1	3	3	2	0	3	0	3	0	2	4	4	3.2	100.38	901	901	11.8				1	3		0	8.2009		By MS/MS	0	4	16965000	0	16965000	498960	0	498960	0	6341700	0	3	3				2485	2284;8128;22187	True;True;True	2469;8717;23933	5826;19563;53909;53910	5539;18790;51898	5539;18790;51898	2598	702
Tb927.7.730:mRNA-p1	Tb927.7.730:mRNA-p1	1	1	1	Tb927.7.730:mRNA-p1 | transcript=Tb927.7.730:mRNA | gene=Tb927.7.730 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Component of motile flagella 49 | transcript_product=Component of motile flagella 49 | location=Tb927_07_v5.1:164530-166356(-) 	1	1	1	1	0	1	0	1	0	1	1.8	1.8	1.8	66.907	608	608	12					1		0.0042061	2.048		By MS/MS	0	1.8	1342400	0	1342400	38354	0	38354	0	361550	0	1	1				2486	4804	True	5147	11640	11123	11123		
Tb927.7.7300:mRNA-p1	Tb927.7.7300:mRNA-p1	1	1	1	Tb927.7.7300:mRNA-p1 | transcript=Tb927.7.7300:mRNA | gene=Tb927.7.7300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-dependent DEAD/H RNA helicase, putative | transcript_product=ATP-dependent DEAD/H RNA helicase, putative | location=Tb92	1	1	1	1	0	1	0	1	0	1	1	1	1	108.79	1016	1016	12					1		0.0091743	1.6075		By MS/MS	0	1	1492200	0	1492200	28696	0	28696	0	401900	0	1	1				2487	28069	True	30256	68484	66082	66082		
Tb927.7.7320:mRNA-p1	Tb927.7.7320:mRNA-p1	6	6	6	Tb927.7.7320:mRNA-p1 | transcript=Tb927.7.7320:mRNA | gene=Tb927.7.7320 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:2112740-211489	1	6	6	6	2	4	2	4	2	4	13.9	13.9	13.9	80.512	718	718	9.5			2		1	3	0	16.725	By MS/MS	By MS/MS	5.3	8.6	38771000	12909000	25862000	1615500	537890	1077600	0	3939000	2	4	6				2488	2426;9007;15193;18349;22663;25208	True;True;True;True;True;True	2617;9652;16227;19747;24440;27161	6151;21622;36537;44421;55023;61118	5831;20796;35247;42803;52955;58862	5831;20796;35247;42803;52955;58862	2599	624
Tb927.7.7330:mRNA-p1	Tb927.7.7330:mRNA-p1	3	3	3	Tb927.7.7330:mRNA-p1 | transcript=Tb927.7.7330:mRNA | gene=Tb927.7.7330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative | transcript_product=NADH dehydrogenase (ubiquinone) 1 	1	3	3	3	3	1	3	1	3	1	13.8	13.8	13.8	47.401	412	412	5.5			3			1	0	17.438	By MS/MS	By MS/MS	13.8	5.8	44272000	32273000	11999000	1770900	1290900	479950	5421700	0	4	1	5				2489	7565;19521;22708	True;True;True	8118;21127;24490	18247;47644;47645;55145	17472;45964;45965;45966;53078	17472;45964;53078		
Tb927.7.7360:mRNA-p1	Tb927.7.7360:mRNA-p1	3	2	2	Tb927.7.7360:mRNA-p1 | transcript=Tb927.7.7360:mRNA | gene=Tb927.7.7360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cdc2-related kinase 2 | transcript_product=cdc2-related kinase 2 | location=Tb927_07_v5.1:2120947-2121984(-) | protein_lengt	1	3	2	2	3	2	2	1	2	1	9.9	7.5	7.5	39.238	345	345	6.33			2			1	0	5.2653	By MS/MS	By MS/MS	9.9	5.2	22892000	12499000	10393000	1090100	595190	494900	2099800	0	2	1	3				2490	12646;14236;15785	True;False;True	13528;15222;16853	30466;34433;34434;38048;38049	29431;33243;33244;33245;36683;36684	29431;33245;36683		
Tb927.7.7400:mRNA-p1	Tb927.7.7400:mRNA-p1	3	2	2	Tb927.7.7400:mRNA-p1 | transcript=Tb927.7.7400:mRNA | gene=Tb927.7.7400 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Basal body protein | transcript_product=Basal body protein | location=Tb927_07_v5.1:2123779-2130372(-) | protein_length=2197	1	3	2	2	3	0	2	0	2	0	4.5	0.9	0.9	247.99	2197	2197	1	2						0.0018255	2.5295	By MS/MS		4.5	0	1442000	1442000	0	20028	20028	0	883050	0	2	0	2				2491	14422;15028;16815	True;True;False	15418;16057;17969	34844;36165;40514;40515	33636;34884;39003	33636;34884;39003		
Tb927.7.7410:mRNA-p1	Tb927.7.7410:mRNA-p1	6	6	6	Tb927.7.7410:mRNA-p1 | transcript=Tb927.7.7410:mRNA | gene=Tb927.7.7410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Trans-2-enoyl-ACP reductase 2, putative | transcript_product=Trans-2-enoyl-ACP reductase 2, putative | location=Tb927_07_v5.	1	6	6	6	0	6	0	6	0	6	26.6	26.6	26.6	35.787	335	335	13						7	0	30.342		By MS/MS	0	26.6	167760000	0	167760000	9320300	0	9320300	0	25552000	0	8	8				2492	9778;10899;20206;27502;29896;30088	True;True;True;True;True;True	10481;11650;21855;29646;32224;32430	23364;23365;25970;49330;67032;72922;73380	22501;22502;25022;47588;64701;70382;70833;70834	22502;25022;47588;64701;70382;70833		
Tb927.7.7430:mRNA-p1;Tb927.7.7420:mRNA-p1	Tb927.7.7430:mRNA-p1;Tb927.7.7420:mRNA-p1	17;17	17;17	17;17	Tb927.7.7430:mRNA-p1 | transcript=Tb927.7.7430:mRNA | gene=Tb927.7.7430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP synthase F1, alpha subunit | transcript_product=ATP synthase F1, alpha subunit | location=Tb927_07_v5.1:2135097-2136851(	2	17	17	17	13	13	13	13	13	13	32.5	32.5	32.5	63.502	584	584;584	8.25			15		2	15	0	89.033	By MS/MS	By MS/MS	25.7	25.9	808440000	398000000	410440000	26079000	12839000	13240000	70962000	59080000	14	14	28				2493	2841;4197;5273;6121;8278;8410;12014;12581;14181;15090;15639;16087;20466;23730;26175;27114;27580	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3050;4487;5649;6547;8874;9012;12831;13457;15165;16121;16699;17171;22124;25580;28208;29230;29727	7077;7078;10182;12744;12745;14731;14732;14733;19913;20232;20233;28831;30294;34319;34320;34321;34322;36305;36306;37703;38757;49884;57567;57568;63614;63615;63616;63617;66016;66017;66018;67201	6721;6722;9734;12161;12162;14062;14063;19123;19451;19452;27881;29259;33134;33135;33136;33137;35022;35023;36370;37363;48100;55417;55418;61337;61338;61339;61340;63689;63690;64853	6722;9734;12161;14063;19123;19452;27881;29259;33136;35023;36370;37363;48100;55417;61339;63689;64853		
Tb927.7.7450:mRNA-p1	Tb927.7.7450:mRNA-p1	14	14	14	Tb927.7.7450:mRNA-p1 | transcript=Tb927.7.7450:mRNA | gene=Tb927.7.7450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GTP-binding protein, putative | transcript_product=GTP-binding protein, putative | location=Tb927_07_v5.1:2139598-2141403(-)	1	14	14	14	11	9	11	9	11	9	28.5	28.5	28.5	68.482	601	601	7.5			11			9	0	32.545	By MS/MS	By MS/MS	24	19.8	242710000	134810000	107910000	6742000	3744600	2997400	23450000	15632000	11	8	19				2494	4949;8136;9563;15241;16733;17706;18598;19117;19118;19742;24026;25542;27733;30369	True;True;True;True;True;True;True;True;True;True;True;True;True;True	5301;8726;10240;16277;17886;18908;20100;20679;20680;21370;25901;27522;29886;32741	11993;19584;19585;22885;36649;40333;42566;42567;45258;46574;46575;46576;48268;58347;58348;61996;61997;67612;74077;74078	11455;18807;18808;22007;35349;38839;41009;41010;43637;44917;44918;44919;46572;56177;56178;59729;59730;65250;71517;71518	11455;18808;22007;35349;38839;41010;43637;44917;44918;46572;56177;59729;65250;71518		
Tb927.7.7460:mRNA-p1	Tb927.7.7460:mRNA-p1	17	17	17	Tb927.7.7460:mRNA-p1 | transcript=Tb927.7.7460:mRNA | gene=Tb927.7.7460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:2141703-214228	1	17	17	17	16	12	16	12	16	12	82.8	82.8	82.8	22.358	192	192	7.28		1	21		2	15	0	109.14	By MS/MS	By MS/MS	82.8	76	1693600000	1004400000	689220000	153960000	91308000	62657000	154520000	112790000	21	14	35				2495	3734;8954;12507;16261;16262;16906;18908;19931;19932;19933;23471;23472;27383;29502;29728;29989;30541	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4007;9597;13366;17365;17366;17367;17368;18065;20452;21570;21571;21572;25296;25297;29513;31807;32048;32325;32326;32919	9206;9207;21511;21512;30052;30053;30054;39163;39164;39165;39166;39167;39168;40725;40726;40727;46045;48748;48749;48750;48751;48752;57007;57008;57009;57010;57011;57012;66699;72029;72030;72500;72501;72502;73145;73146;73147;74471;74472	8783;8784;20694;20695;29025;29026;29027;37745;37746;37747;37748;37749;37750;37751;39187;39188;39189;44404;47023;47024;47025;47026;54882;54883;54884;54885;54886;64369;69508;69509;69975;69976;70603;70604;70605;71914;71915	8784;20695;29027;37747;37749;39189;44404;47023;47025;47026;54885;54886;64369;69509;69975;70604;71914	2600;2601;2602	76;111;159
Tb927.7.7490.2:mRNA-p1;Tb927.7.7490.1:mRNA-p1	Tb927.7.7490.2:mRNA-p1;Tb927.7.7490.1:mRNA-p1	1;1	1;1	1;1	Tb927.7.7490.2:mRNA-p1 | transcript=Tb927.7.7490.2:mRNA | gene=Tb927.7.7490 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Zinc finger, C3HC4 type (RING finger), putative | transcript_product=Zinc finger, C3HC4 type (RING finger), putative | l	2	1	1	1	1	1	1	1	1	1	6.5	6.5	6.5	30.552	278	278;346	8			1			1	0	8.6297	By MS/MS	By MS/MS	6.5	6.5	25809000	9096800	16712000	2150700	758070	1392700	0	2545400	1	1	2				2496	7872	True	8447	19006;19007	18245;18246	18246		
Tb927.7.750:mRNA-p1	Tb927.7.750:mRNA-p1	17	17	17	Tb927.7.750:mRNA-p1 | transcript=Tb927.7.750:mRNA | gene=Tb927.7.750 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:169510-172056(-) 	1	17	17	17	17	5	17	5	17	5	23.7	23.7	23.7	93.019	848	848	4		20			5		0	70.776	By MS/MS	By MS/MS	23.7	8.8	147050000	121970000	25078000	3267700	2710400	557290	31572000	10743000	17	7	24				2497	523;2000;2616;4962;7184;10073;10074;12554;13863;14122;17073;18096;18118;23713;23893;28892;29760	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	561;2160;2809;5317;7706;10787;10788;13429;14826;15105;18238;18239;19385;19412;19413;25563;25765;31158;32084	1385;1386;5159;6550;12042;17329;17330;24059;24060;24061;24062;24063;30209;33458;34132;41149;41150;41151;43551;43614;43615;57543;58045;70520;72600	1313;1314;1315;4913;6215;11497;16560;16561;23167;23168;23169;23170;23171;23172;29184;32304;32950;39589;39590;39591;41943;42005;42006;55392;55893;68050;70072	1315;4913;6215;11497;16561;23170;23172;29184;32304;32950;39590;41943;42006;55392;55893;68050;70072	2603;2604	683;725
Tb927.7.7530:mRNA-p1;Tb927.7.7520:mRNA-p1	Tb927.7.7530:mRNA-p1;Tb927.7.7520:mRNA-p1	13;13	5;5	5;5	Tb927.7.7530:mRNA-p1 | transcript=Tb927.7.7530:mRNA | gene=Tb927.7.7530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=receptor-type adenylate cyclase GRESAG 4, putative | transcript_product=receptor-type adenylate cyclase GRESAG 4, putative |	2	13	5	5	13	8	5	3	5	3	13.1	5.3	5.3	138.01	1243	1243;1243	5.55	1	6			4		0	17.55	By MS/MS	By MS/MS	13.1	7.5	32714000	21598000	11116000	488270	322360	165920	6219700	3578500	6	4	10				2498	622;3706;8596;10563;10677;15190;15856;24740;25101;27728;29451;29649;29853	False;False;False;False;False;False;True;True;False;True;True;True;False	667;3975;9213;11299;11415;16223;16927;26657;27049;29881;31755;31964;32179	1620;9118;20655;25200;25201;25449;25450;36528;36529;36530;38229;38230;59987;59988;59989;60846;60847;60848;67601;71914;71915;71916;71917;72351;72800;72801	1536;8702;19862;24260;24261;24499;24500;35239;35240;36844;36845;57760;57761;58573;58574;65241;69407;69408;69409;69410;69829;70266;70267	1536;8702;19862;24260;24499;35240;36845;57760;58573;65241;69409;69829;70267	2017	1042
Tb927.7.800:mRNA-p1	Tb927.7.800:mRNA-p1	2	2	2	Tb927.7.800:mRNA-p1 | transcript=Tb927.7.800:mRNA | gene=Tb927.7.800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial RNA binding complex 1 subunit | transcript_product=mitochondrial RNA binding complex 1 subunit | location=Tb927_0	1	2	2	2	0	2	0	2	0	2	3.9	3.9	3.9	60.484	543	543	13						2	0.00039277	3.67		By MS/MS	0	3.9	11992000	0	11992000	461210	0	461210	0	1826400	0	1	1				2499	24916;28748	True;True	26844;31006	60405;70175	58145;67714	58145;67714		
Tb927.7.810:mRNA-p1	Tb927.7.810:mRNA-p1	1	1	1	Tb927.7.810:mRNA-p1 | transcript=Tb927.7.810:mRNA | gene=Tb927.7.810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:184357-188907(-) 	1	1	1	1	1	0	1	0	1	0	0.6	0.6	0.6	161.79	1516	1516	1	1						0.0088737	1.6765	By MS/MS		0.6	0	2571200	2571200	0	29897	29897	0	1574500	0	1	0	1				2500	9491	True	10166	22736	21865	21865		
