,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_id,Gene_desc
320,Tb927.11.14130:mRNA-p1;Tb927.10.3840:mRNA-p1,Tb927.11.14130:mRNA-p1;Tb927.10.3840:mRNA-p1,7;7,7;7,7;7,;,2,7,7,7,5,7,2,2,5,7,2,2,5,7,2,2,44.7,44.7,44.7,20.904,179,179;179,22.2,5.0,1.0,2.0,,2.0,,7.0,,0.0,52.411,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.3,44.7,12.3,12.3,4409500,2220100,1943600,144260,101600,440950.0,222010.0,194360.0,14426.0,10160.0,2272100.0,1133800,701510,1241900.0,7,9,2,2,20,,,,320,189;1369;1511;3186;3784;3867;5749,True;True;True;True;True;True;True,199;1495;1649;3457;4163;4258;6300,411;412;413;414;415;3184;3522;3523;7613;9172;9173;9174;9175;9400;9401;13993;13994,480;481;482;483;484;485;3648;4051;4052;8985;8986;10845;10846;10847;10848;11121;11122;11123;16679;16680,480;3648;4051;8986;10845;11121;16679,,,Tb927.11.14130,"ribosomal protein L18, putative"
321,Tb927.10.3990:mRNA-p1,Tb927.10.3990:mRNA-p1,16,16,16,,1,16,16,16,11,8,1,14,11,8,1,14,11,8,1,14,48.8,48.8,48.8,46.468,406,406,24.7,2.0,12.0,,1.0,2.0,18.0,2.0,9.0,0.0,134.13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.7,24.1,2.7,40.9,6783600,2324700,1026500,36482,3395900,260910.0,89411.0,39483.0,1403.2,130610.0,574580.0,2478500,0,2107600.0,13,12,1,23,49,,,,321,875;1211;1259;1815;2177;2388;2469;2637;3256;3609;3756;3849;4039;4675;5125;5652,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,946;1315;1369;1370;1973;2368;2584;2673;2860;3528;3970;4129;4236;4443;5119;5611;5612;6191,2048;2049;2050;2813;2814;2815;2816;2817;2818;2819;2957;2958;2959;2960;2961;2962;2963;4257;4258;5101;5102;5602;5603;5845;6324;7752;8708;8709;9070;9355;9356;9357;9767;11247;11248;11249;11250;11251;12379;12380;12381;12382;12383;13752;13753;13754,2376;2377;2378;3251;3252;3253;3254;3387;3388;3389;3390;3391;3392;4912;4913;4914;4915;4916;4917;5919;5920;6573;6574;6575;6882;7448;9142;10277;10278;10279;10710;10711;11061;11062;11063;11536;13296;13297;13298;14779;14780;14781;14782;14783;14784;14785;16386;16387;16388,2377;3254;3387;4915;5920;6573;6882;7448;9142;10278;10711;11061;11536;13298;14781;16388,247;248;249,1;44;105,Tb927.10.3990,DHH1
322,Tb927.10.4000:mRNA-p1,Tb927.10.4000:mRNA-p1,9,9,9,,1,9,9,9,4,7,3,0,4,7,3,0,4,7,3,0,36.5,36.5,36.5,29.195,277,277,23.9,5.0,,3.0,,,,9.0,,0.0,57.677,By MS/MS,By MS/MS,By MS/MS,,13.7,30.3,10.5,0.0,1739900,617540,960120,162250,0,96662.0,34308.0,53340.0,9014.0,0.0,788990.0,472050,677380,0.0,5,11,4,0,20,,,,322,730;1530;3011;3319;3320;3476;3683;4002;5102,True;True;True;True;True;True;True;True;True,785;1669;3260;3595;3596;3771;3772;4051;4401;5587,1721;1722;1723;3558;3559;7125;7888;7889;8235;8236;8237;8238;8239;8882;9697;12323;12324,1990;1991;1992;1993;4087;4088;8406;8407;9293;9294;9295;9683;9684;9685;9686;9687;10489;11458;14719;14720,1993;4087;8406;9293;9294;9685;10489;11458;14720,250;251,254;260,Tb927.10.4000,"methylglutaconyl-CoA hydratase, mitochondrial precursor, putative"
323,Tb927.10.4030:mRNA-p1,Tb927.10.4030:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.9,5.9,5.9,31.218000000000004,287,287,2.0,,1.0,,,,,,,0.0064051,6.3615,By MS/MS,,,,5.9,0.0,0.0,0.0,85361,85361,0,0,0,5690.7,5690.7,0.0,0.0,0.0,20280.0,0,0,0.0,1,0,0,0,1,,,,323,1824,True,1982,4267,4927,4927,,,Tb927.10.4030,hypothetical protein
324,Tb927.10.4040:mRNA-p1,Tb927.10.4040:mRNA-p1,4,4,4,,1,4,4,4,0,0,4,0,0,0,4,0,0,0,4,0,11.2,11.2,11.2,38.045,348,348,11.3,,,4.0,2.0,,,,,0.0,23.964000000000002,,,By MS/MS,,0.0,0.0,11.2,0.0,423560,0,0,423560,0,19253.0,0.0,0.0,19253.0,0.0,0.0,0,1468200,0.0,0,0,4,0,4,,,,324,1496;1681;3606;5524,True;True;True;True,1633;1827;3965;6054,3497;3921;3922;8686;13460;13461,4018;4526;10223;16054,4018;4526;10223;16054,252;253,161;166,Tb927.10.4040,3-keto-dihydrosphingosine reductase
325,Tb927.10.4060:mRNA-p1,Tb927.10.4060:mRNA-p1,5,5,5,,1,5,5,5,5,1,0,2,5,1,0,2,5,1,0,2,17.7,17.7,17.7,39.938,368,368,15.8,1.0,5.0,,,,2.0,1.0,1.0,0.0,34.499,By MS/MS,By MS/MS,,By MS/MS,17.7,4.6,0.0,7.1,524180,392980,47941,0,83254,29121.0,21832.0,2663.4,0.0,4625.2,105140.0,0,0,0.0,8,1,0,3,12,,,,325,1401;1570;1993;4700;5539,True;True;True;True;True,1528;1709;2171;5148;6069,3280;3635;4673;4674;11305;11306;13490;13491;13492;13493,3781;3782;4163;4164;5406;5407;13367;13368;16092;16093;16094;16095,3782;4164;5406;13367;16095,,,Tb927.10.4060,"Ankyrin repeats (3 copies), putative"
326,Tb927.10.4070:mRNA-p1,Tb927.10.4070:mRNA-p1,3,3,3,,1,3,3,3,0,0,0,3,0,0,0,3,0,0,0,3,14.2,14.2,14.2,36.601,330,330,32.0,,,,,,3.0,,,0.0,22.497,,,,By MS/MS,0.0,0.0,0.0,14.2,123580,0,0,0,123580,7269.3,0.0,0.0,0.0,7269.3,0.0,0,0,84688.0,0,0,0,4,4,,,,326,1508;4535;4886,True;True;True,1646;4964;5347,3517;10878;11794,4043;12824;12825;14000,4043;12824;14000,,,Tb927.10.4070,"hypothetical protein, conserved"
327,Tb927.10.4130:mRNA-p1,Tb927.10.4130:mRNA-p1,6,6,6,,1,6,6,6,6,0,2,0,6,0,2,0,6,0,2,0,21.1,21.1,21.1,31.031999999999996,265,265,3.5,6.0,,2.0,,,,,,0.0,40.59,By MS/MS,,By MS/MS,,21.1,0.0,8.3,0.0,789430,703680,0,85755,0,65786.0,58640.0,0.0,7146.3,0.0,593990.0,0,426740,0.0,6,0,2,0,8,,,,327,339;1141;1474;1702;1703;4653,True;True;True;True;True;True,357;1240;1607;1849;1850;5095,743;744;2659;3424;3977;3978;11198;11199,836;837;3082;3942;4601;4602;13242;13243,836;3082;3942;4601;4602;13243,,,Tb927.10.4130,"NDUFA5/B13 subunit, putative"
328,Tb927.10.4180:mRNA-p1,Tb927.10.4180:mRNA-p1,6,6,6,,1,6,6,6,2,5,0,0,2,5,0,0,2,5,0,0,26.3,26.3,26.3,28.189,247,247,32.1,2.0,,,,,,7.0,,0.0,37.537,By MS/MS,By MS/MS,,,6.9,22.7,0.0,0.0,694010,100080,593930,0,0,40824.0,5887.1,34937.0,0.0,0.0,0.0,520710,0,0.0,3,8,0,0,11,,,,328,600;2249;2907;3882;5559;5638,True;True;True;True;True;True,639;2441;3152;4274;6092;6176,1412;1413;5261;5262;6891;6892;9426;13547;13731,1644;1645;1646;6111;6112;6113;8148;8149;11154;16154;16361,1644;6111;8148;11154;16154;16361,,,Tb927.10.4180,"TFIIF-stimulated CTD phosphatase, putative"
329,Tb927.10.4220:mRNA-p1,Tb927.10.4220:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,11.0,11.0,11.0,34.243,309,309,1.25,3.0,1.0,,,,,,,0.0,19.56,By MS/MS,,,,11.0,0.0,0.0,0.0,269280,269280,0,0,0,15840.0,15840.0,0.0,0.0,0.0,233200.0,0,0,0.0,4,0,0,0,4,,,,329,1740;3787;5269,True;True;True,1887;4166;5768,4068;9182;12749;12750,4704;10853;15214;15215,4704;10853;15214,,,Tb927.10.4220,"hypothetical protein, conserved"
330,Tb927.10.430:mRNA-p1,Tb927.10.430:mRNA-p1,7,7,7,,1,7,7,7,7,0,0,0,7,0,0,0,7,0,0,0,20.9,20.9,20.9,41.585,373,373,1.88,1.0,7.0,,,,,,,0.0,99.70200000000001,By MS/MS,,,,20.9,0.0,0.0,0.0,1732000,1732000,0,0,0,91158.0,91158.0,0.0,0.0,0.0,426890.0,0,0,0.0,7,0,0,0,7,,,,330,207;409;1512;1581;1631;3643;4227,True;True;True;True;True;True;True,219;436;1650;1720;1775;4008;4640,468;915;3524;3679;3817;3818;8799;10140,536;1035;4053;4228;4393;10388;11985,536;1035;4053;4228;4393;10388;11985,,,Tb927.10.430,"peroxidase, putative"
331,Tb927.10.4570:mRNA-p1;Tb927.10.4560:mRNA-p1,Tb927.10.4570:mRNA-p1;Tb927.10.4560:mRNA-p1,4;4,4;4,4;4,;,2,4,4,4,4,2,3,1,4,2,3,1,4,2,3,1,5.3,5.3,5.3,94.333,846,846;846,16.4,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,25.471,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.3,2.8,4.0,1.2,749340,405890,144800,130370,68280,15293.0,8283.6,2955.1,2660.5,1393.5,227690.0,159000,478650,0.0,7,2,4,1,14,,,,331,1377;1853;2021;4477,True;True;True;True,1503;2011;2201;4904,3201;3202;3203;3204;3205;3206;4325;4326;4327;4735;4736;4737;4738;4739;4740;4741;4742;10750,3667;3668;3669;3670;4987;4988;5474;5475;5476;5477;5478;5479;5480;12688,3670;4987;5479;12688,,,Tb927.10.4570,elongation factor 2
332,Tb927.10.4610:mRNA-p1,Tb927.10.4610:mRNA-p1,10,10,10,,1,10,10,10,5,9,3,0,5,9,3,0,5,9,3,0,46.7,46.7,46.7,29.086,259,259,24.9,5.0,,3.0,,,,9.0,1.0,0.0,66.7,By MS/MS,By MS/MS,By MS/MS,,18.9,43.2,12.4,0.0,1633900,273100,1180300,180460,0,96112.0,16065.0,69432.0,10615.0,0.0,256830.0,782550,951840,0.0,5,14,3,0,22,,,,332,295;784;1433;2066;2324;2795;3896;4064;5731;5845,True;True;True;True;True;True;True;True;True;True,312;844;1561;2254;2519;3034;4288;4468;6280;6411,667;668;669;1809;1810;1811;3337;4861;4862;5466;5467;6675;9451;9817;13962;14236;14237;14238,757;758;759;2092;2093;2094;3842;5640;5641;6417;6418;7876;7877;11183;11595;11596;16644;16645;16973;16974;16975;16976,757;2094;3842;5641;6418;7877;11183;11595;16644;16975,254,162,Tb927.10.4610,"dolicholphosphate-mannose synthase, putative"
333,Tb927.10.4640:mRNA-p1,Tb927.10.4640:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.9,2.9,2.9,55.648999999999994,488,488,2.0,,1.0,,,,,,,0.00091158,7.2087,By MS/MS,,,,2.9,0.0,0.0,0.0,71499,71499,0,0,0,3108.6,3108.6,0.0,0.0,0.0,16987.0,0,0,0.0,1,0,0,0,1,,,,333,3484,True,3783,8257,9708,9708,,,Tb927.10.4640,eukaryotic translation initiation factor 3 subunit l
334,Tb927.10.470:mRNA-p1,Tb927.10.470:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,4.2,4.2,4.2,56.92100000000001,525,525,2.0,,3.0,,,,,,,0.0,18.932000000000002,By MS/MS,,,,4.2,0.0,0.0,0.0,270330,270330,0,0,0,11264.0,11264.0,0.0,0.0,0.0,64224.0,0,0,0.0,3,0,0,0,3,,,,334,953;954;2932,True;True;True,1036;1037;3178,2249;2250;6935,2601;2602;8192,2601;2602;8192,,,Tb927.10.470,"choline dehydrogenase, putative"
335,Tb927.10.4700:mRNA-p1,Tb927.10.4700:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,14.1,14.1,14.1,26.105,234,234,41.0,,,,,,,2.0,,0.0,12.780999999999999,,By MS/MS,,,0.0,14.1,0.0,0.0,63751,0,63751,0,0,5312.6,0.0,5312.6,0.0,0.0,0.0,55892,0,0.0,0,2,0,0,2,,,,335,1727;3362,True;True,1874;3641,4029;7984,4659;9407,4659;9407,,,Tb927.10.4700,"dolicholphosphate-mannose synthase, putative"
336,Tb927.10.4850:mRNA-p1,Tb927.10.4850:mRNA-p1,3,3,3,,1,3,3,3,0,1,0,3,0,1,0,3,0,1,0,3,7.8,7.8,7.8,51.34,472,472,34.5,,,,,,3.0,,1.0,0.0,21.305999999999997,,By MS/MS,,By MS/MS,0.0,3.2,0.0,7.8,400980,0,50353,0,350630,17434.0,0.0,2189.3,0.0,15245.0,0.0,0,0,240290.0,0,1,0,4,5,,,,336,386;833;2645,True;True;True,413;899;2869,853;1947;6339;6340,960;961;2262;7463;7464,961;2262;7464,,,Tb927.10.4850,"hypothetical protein, conserved"
337,Tb927.10.4880:mRNA-p1,Tb927.10.4880:mRNA-p1,3,3,3,,1,3,3,3,2,3,1,1,2,3,1,1,2,3,1,1,17.0,17.0,17.0,25.965,224,224,30.1,2.0,,1.0,,1.0,,7.0,,0.0,20.338,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.6,17.0,3.6,3.6,4648400,565050,3893000,93061,97342,516490.0,62783.0,432550.0,10340.0,10816.0,527990.0,2999000,0,0.0,2,9,1,1,13,,,,337,755;3154;3448,True;True;True,812;3419;3420;3731,1756;7527;7528;7529;7530;7531;7532;8158;8159;8160;8161,2035;8885;8886;8887;8888;8889;8890;8891;8892;9598;9599;9600;9601,2035;8888;9600,255,59,Tb927.10.4880,"hypothetical protein, conserved"
338,Tb927.10.4890:mRNA-p1,Tb927.10.4890:mRNA-p1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,4.7,4.7,4.7,32.141999999999996,301,301,14.7,1.0,1.0,,,,,1.0,,0.0025189,6.7739,By MS/MS,By MS/MS,,,4.7,4.7,0.0,0.0,223350,98063,125280,0,0,13959.0,6128.9,7830.3,0.0,0.0,57143.0,0,0,0.0,2,1,0,0,3,,,,338,53,True,57,106;107;108,135;136;137,137,,,Tb927.10.4890,"zinc-finger of a C2HC-type, putative"
340,Tb927.10.4980:mRNA-p1,Tb927.10.4980:mRNA-p1,2,2,2,,1,2,2,2,2,0,2,0,2,0,2,0,2,0,2,0,8.6,8.6,8.6,32.186,302,302,3.75,4.0,2.0,2.0,,,,,,0.0,16.405,By MS/MS,,By MS/MS,,8.6,0.0,8.6,0.0,2932900,2733500,0,199440,0,488820.0,455580.0,0.0,33240.0,0.0,2601300.0,0,763080,0.0,7,0,2,0,9,,,,340,1209;5586,True;True,1313;6122,2806;2807;2808;2809;13610;13611;13612;13613,3242;3243;3244;3245;3246;3247;16229;16230;16231,3242;16229,,,Tb927.10.4980,"ubiquitin-like protein DSK2, putative"
341,Tb927.10.4990:mRNA-p1,Tb927.10.4990:mRNA-p1,4,4,4,,1,4,4,4,4,2,0,0,4,2,0,0,4,2,0,0,14.8,14.8,14.8,35.016999999999996,311,311,14.3,4.0,,,,,,2.0,,0.0,24.124000000000002,By MS/MS,By MS/MS,,,14.8,8.7,0.0,0.0,601960,353160,248800,0,0,37623.0,22073.0,15550.0,0.0,0.0,267010.0,304280,0,0.0,5,3,0,0,8,,,,341,396;498;840;4698,True;True;True;True,423;528;908;5146,884;1113;1965;1966;11301;11302,992;1273;2277;2278;2279;2280;13363;13364,992;1273;2277;13364,,,Tb927.10.4990,cdc2-related kinase 3
342,Tb927.10.5010:mRNA-p1,Tb927.10.5010:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,1.5,83.98200000000001,746,746,2.0,,1.0,,,,,,,0.0086275,6.2413,By MS/MS,,,,1.5,0.0,0.0,0.0,75566,75566,0,0,0,2042.3,2042.3,0.0,0.0,0.0,17953.0,0,0,0.0,2,0,0,0,2,,,,342,1690,True,1837,3962,4580;4581,4580,,,Tb927.10.5010,"Elongation factor G1, mitochondrial, putative"
343,Tb927.10.5020:mRNA-p1,Tb927.10.5020:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,19.0,19.0,19.0,21.98,195,195,1.0,3.0,,,,,,,,0.0,21.155,By MS/MS,,,,19.0,0.0,0.0,0.0,304000,304000,0,0,0,23385.0,23385.0,0.0,0.0,0.0,304000.0,0,0,0.0,3,0,0,0,3,,,,343,1045;3770;3772,True;True;True,1135;4149;4151,2450;9135;9141,2829;10799;10804,2829;10799;10804,,,Tb927.10.5020,Eukaryotic translation initiation factor 4E type 5
344,Tb927.10.510:mRNA-p1;Tb11.v5.0374.1-p1,Tb927.10.510:mRNA-p1;Tb11.v5.0374.1-p1,10;9,10;9,10;9,;,2,10,10,10,7,9,0,1,7,9,0,1,7,9,0,1,31.1,31.1,31.1,37.06,334,334;334,23.8,8.0,1.0,,,1.0,1.0,11.0,,0.0,69.667,By MS/MS,By MS/MS,,By MS/MS,24.3,28.1,0.0,4.5,3349500,1148400,2094500,0,106600,223300.0,76558.0,139640.0,0.0,7106.5,1609500.0,1120900,0,0.0,10,14,0,1,25,,,,344,15;412;773;1130;1975;2305;3261;3758;3930;5064,True;True;True;True;True;True;True;True;True;True,17;439;831;1226;2145;2500;3533;4131;4132;4325;5545,33;34;930;931;1784;1785;1786;1787;1788;1789;2624;2625;4611;5409;7763;9072;9073;9074;9075;9515;9516;12200,43;44;1051;1052;1053;1054;2069;2070;2071;2072;3036;3037;5339;6333;6334;9152;9153;10713;10714;10715;10716;10717;10718;11260;11261;14482,44;1052;2070;3036;5339;6334;9153;10713;11261;14482,257;258,168;234,Tb927.10.510,Present in the outer mitochondrial membrane proteome 19
345,Tb927.10.5140:mRNA-p1;Tb11.02.5050b.1-p1;Tb927.11.7210:mRNA-p1,Tb927.10.5140:mRNA-p1,8;1;1,8;1;1,8;1;1,,3,8,8,8,1,1,0,8,1,1,0,8,1,1,0,8,19.2,19.2,19.2,49.74,442,442;933;1236,31.1,,1.0,,,,9.0,1.0,1.0,0.0,52.957,By MS/MS,By MS/MS,,By MS/MS,2.3,2.5,0.0,19.2,837420,33139,62147,0,742130,28877.0,1142.7,2143.0,0.0,25591.0,0.0,0,0,482800.0,0,1,0,9,10,,,,345,405;1410;2674;3440;4510;4567;4905;5038,True;True;True;True;True;True;True;True,432;1537;2899;3723;4939;4998;4999;5366;5512,907;908;909;3294;6401;8141;10835;10836;10965;10966;11847;12133,1026;1027;3797;7534;9577;12778;12779;12948;12949;14050;14397,1027;3797;7534;9577;12779;12948;14050;14397,259,252,Tb927.10.5140,Mitogen-activated protein kinase 6
346,Tb927.10.520:mRNA-p1,Tb927.10.520:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,4.8,4.8,4.8,46.781000000000006,396,396,2.0,,3.0,,,,,,,0.0,13.475999999999999,By MS/MS,,,,4.8,0.0,0.0,0.0,127570,127570,0,0,0,6714.0,6714.0,0.0,0.0,0.0,21664.0,0,0,0.0,4,0,0,0,4,,,,346,3563;4110,True;True,3902;3903;4516,8570;8571;9902,10084;10085;11696;11697,10084;11696,260,1,Tb927.10.520,"Mitochondrial ATP synthase subunit, putative"
347,Tb927.10.5230:mRNA-p1;Tb11.v5.0234.1-p1,Tb927.10.5230:mRNA-p1,5;1,5;1,5;1,,2,5,5,5,3,4,0,0,3,4,0,0,3,4,0,0,21.5,21.5,21.5,30.326999999999998,270,270;186,23.9,3.0,,,,,,4.0,,0.0,31.22,By MS/MS,By MS/MS,,,12.6,18.5,0.0,0.0,355040,123820,231220,0,0,27311.0,9524.6,17786.0,0.0,0.0,145920.0,180610,0,0.0,3,3,0,0,6,,,,347,1250;2140;2627;3139;4954,True;True;True;True;True,1360;2331;2850;3402;5422,2943;5028;6308;6309;7459;11949;11950,3373;5833;7429;7430;8785;14180;14181,3373;5833;7430;8785;14180,,,Tb927.10.5230,"ADP-ribosylation factor, putative"
348,Tb927.10.5370:mRNA-p1;Tb927.10.5360:mRNA-p1,Tb927.10.5370:mRNA-p1;Tb927.10.5360:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,4,3,0,1,4,3,0,1,4,3,0,1,31.4,31.4,31.4,19.285,172,172;172,19.8,4.0,,,,1.0,,3.0,,0.0,33.953,By MS/MS,By MS/MS,,By MS/MS,21.5,24.4,0.0,9.9,1011800,575940,386990,0,48902,144550.0,82277.0,55285.0,0.0,6986.0,683850.0,231370,0,0.0,5,5,0,1,11,,,,348,184;1514;2798;3226;5790,True;True;True;True;True,194;1652;3037;3498;6346,402;403;3526;6680;7686;7687;14091;14092,470;471;4055;7882;7883;9078;9079;9080;16797;16798;16799,470;4055;7883;9078;16797,261;262,50;53,Tb927.10.5370,"40S ribosomal protein S10, putative"
349,Tb927.10.5430:mRNA-p1,Tb927.10.5430:mRNA-p1,2,2,2,,1,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,7.5,7.5,7.5,32.616,281,281,14.3,2.0,,,,,,1.0,,0.0,13.299000000000001,By MS/MS,By MS/MS,,,7.5,3.9,0.0,0.0,155870,114000,41876,0,0,8659.6,6333.1,2326.5,0.0,0.0,114000.0,0,0,0.0,2,2,0,0,4,,,,349,327;4164,True;True,345;4572,722;723;10007,816;817;818;11822,816;11822,,,Tb927.10.5430,"Flagellar C1a complex subunit C1a-32, putative"
350,Tb927.10.5520:mRNA-p1,Tb927.10.5520:mRNA-p1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,3.7,3.7,3.7,36.138000000000005,323,323,14.7,1.0,1.0,,,,,1.0,,0.0017513,6.9301,By MS/MS,By MS/MS,,,3.7,3.7,0.0,0.0,80130,51110,29020,0,0,4006.5,2555.5,1451.0,0.0,0.0,22176.0,0,0,0.0,1,1,0,0,2,,,,350,341,True,359,747;748;749,841;842,841,,,Tb927.10.5520,"AmmeMemoRadiSam system protein B, putative"
351,Tb927.10.5540:mRNA-p1,Tb927.10.5540:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,7.4,7.4,7.4,30.445,271,271,41.0,,,,,,,2.0,,0.00099404,11.15,,By MS/MS,,,0.0,7.4,0.0,0.0,99885,0,99885,0,0,11098.0,0.0,11098.0,0.0,0.0,0.0,87571,0,0.0,0,2,0,0,2,,,,351,523;5639,True;True,555;6177,1188;13732,1359;16362,1359;16362,,,Tb927.10.5540,"hypothetical protein, conserved"
352,Tb927.10.560:mRNA-p1,Tb927.10.560:mRNA-p1,6,6,1,,1,6,6,1,6,4,4,4,6,4,4,4,1,1,1,1,28.7,28.7,6.9,20.087,174,174,17.3,8.0,3.0,4.0,,4.0,2.0,5.0,,0.0,47.913000000000004,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.7,23.0,22.4,22.4,9596500,6743700,1698100,926550,228210,1066300.0,749300.0,188670.0,102950.0,25357.0,6177300.0,1692800,3586300,1833000.0,10,5,4,4,23,,,,352,640;2431;2732;4047;4888;5809,True;True;True;True;True;True,686;2631;2965;4451;5349;6372,1496;5733;5734;5735;6527;6528;6529;9790;9791;9792;9793;9794;11796;11797;11798;11799;11800;11801;11802;11803;14157;14158;14159;14160;14161;14162,1754;6738;6739;6740;7687;7688;7689;11563;11564;11565;11566;14002;14003;14004;14005;14006;14007;14008;14009;16889;16890;16891;16892,1754;6738;7687;11565;14004;16889,,,Tb927.10.560,"40S ribosomal proteins S11, putative"
353,Tb927.8.1110:mRNA-p1;Tb927.10.5610:mRNA-p1,Tb927.8.1110:mRNA-p1;Tb927.10.5610:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,4,3,2,1,4,3,2,1,4,3,2,1,22.1,22.1,22.1,22.051,190,190;190,17.8,5.0,3.0,2.0,,1.0,1.0,4.0,1.0,0.0,30.755,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.9,14.2,7.9,3.7,1857000,829660,908570,60477,58270,168820.0,75424.0,82597.0,5497.9,5297.2,482980.0,831320,0,0.0,7,4,2,1,14,,,,353,2872;3089;3118;3258;5376,True;True;True;True;True,3113;3347;3348;3378;3530;5890,6823;7363;7364;7365;7366;7408;7409;7410;7411;7412;7754;7755;7756;7757;7758;7759;13057,8063;8682;8683;8684;8733;8734;8735;8736;9144;9145;9146;9147;9148;15557,8063;8683;8736;9147;15557,263,76,Tb927.8.1110,"40S ribosomal protein S9, putative"
354,Tb927.10.5660:mRNA-p1,Tb927.10.5660:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,6.6,6.6,6.6,37.873000000000005,335,335,1.0,2.0,,,,,,,,0.00097656,10.715,By MS/MS,,,,6.6,0.0,0.0,0.0,182930,182930,0,0,0,9627.9,9627.9,0.0,0.0,0.0,182930.0,0,0,0.0,2,0,0,0,2,,,,354,3000;5543,True;True,3248;6073,7098;13498,8379;16100,8379;16100,,,Tb927.10.5660,"heat shock protein, putative"
355,Tb927.10.5760:mRNA-p1,Tb927.10.5760:mRNA-p1,7,7,7,,1,7,7,7,5,6,1,1,5,6,1,1,5,6,1,1,35.8,35.8,35.8,24.31,215,215,22.5,5.0,,1.0,,1.0,,6.0,,0.0,47.611999999999995,By MS/MS,By MS/MS,By MS/MS,By MS/MS,26.0,31.6,4.2,4.2,1455700,487330,901240,35624,31485,132330.0,44303.0,81931.0,3238.5,2862.3,613050.0,664420,0,0.0,5,6,1,1,13,,,,355,420;1898;2099;4105;4218;5304;5680,True;True;True;True;True;True;True,447;2063;2288;4511;4630;4631;5806;6221,945;946;4429;4430;4927;4928;4929;9894;10121;10122;12845;12846;13821,1070;1071;5118;5119;5727;5728;5729;11687;11959;11960;15321;15322;16471,1070;5118;5727;11687;11960;15322;16471,264,148,Tb927.10.5760,"adenylate kinase, putative"
