Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Razor + unique peptides 1	Unique peptides 1	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Identification type 1	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/L 1	Ratio H/L normalized 1	Ratio H/L variability [%] 1	Ratio H/L count 1	Ratio H/L iso-count 1	Ratio H/L type 1	Sequence coverage 1 [%]	Intensity	Intensity L	Intensity H	Intensity 1	Intensity L 1	Intensity H 1	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.3.5490:mRNA-p1	Tb927.3.5490:mRNA-p1	4	4	4		1	4	4	4	4	4	4	7.1	7.1	7.1	79.115	689	689	2		5					0	16.497	By MS/MS	0.92007	0.89207	9.4696	2	1	Median	0.92007	0.89207	9.4696	2	1	Median	7.1	1051900	551200	500750	1051900	551200	500750				1288	2140;2953;3080;7180	True;True;True;True	2244;3083;3224;7541	2952;4091;4267;4268;10107	4106;5700;5701;5946;5947;13849	4106;5700;5947;13849		
Tb927.3.5500:mRNA-p1	Tb927.3.5500:mRNA-p1	14	14	14		1	14	14	14	14	14	14	43.6	43.6	43.6	37.771	337	337	3.95			1	19			0	69.855	By MS/MS	1.3391	1.3498	12.529	17	5	Leave out requantified	1.3391	1.3498	12.529	17	5	Leave out requantified	43.6	56365000	25098000	31267000	56365000	25098000	31267000				1289	1090;1544;2047;2483;3399;3470;3659;4939;4940;7003;8197;8771;8976;8977	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1135;1619;2145;2601;2602;3550;3622;3815;5148;5149;7357;8604;9208;9209;9418;9419	1520;2144;2838;3432;3433;3434;4717;4813;5073;5074;6896;6897;9846;11571;11572;12381;12382;12383;12653;12654	2115;2116;2944;2945;3943;3944;4775;4776;4777;6582;6583;6584;6717;7077;7078;7079;9530;9531;9532;13508;13509;15953;15954;17104;17105;17106;17471;17472	2115;2945;3944;4777;6583;6717;7077;9531;9532;13509;15954;17104;17471;17472	704;705;706	167;174;323
Tb927.3.5520:mRNA-p1;REV__Tb927.11.5400:mRNA-p1	Tb927.3.5520:mRNA-p1	18;1	18;1	18;1		2	18	18	18	18	18	18	24.1	24.1	24.1	99.897	911	911;487	1	19						0	71.234	By MS/MS	0.97899	0.91917	13.011	11	0	Leave out requantified	0.97899	0.91917	13.011	11	0	Leave out requantified	24.1	16302000	8105800	8196400	16302000	8105800	8196400				1290	117;397;875;1362;2309;2378;2912;3168;3640;4330;4393;7443;8165;8810;8895;9077;9094;9199	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	120;407;907;1423;2420;2493;3041;3314;3796;4516;4581;7820;8569;9248;9334;9526;9543;9665	157;541;1204;1886;3192;3287;4045;4046;4399;5051;6053;6144;10502;11528;12430;12531;12796;12819;12970	226;761;1673;2600;4431;4432;4564;5640;5641;5642;6119;6120;7052;8396;8522;14421;15889;17170;17310;17311;17663;17664;17696;17697;17698;17914;17915	226;761;1673;2600;4432;4564;5642;6120;7052;8396;8522;14421;15889;17170;17310;17664;17698;17914	707;708;709;710;711;712	236;314;375;772;773;819
Tb927.3.5540:mRNA-p1	Tb927.3.5540:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.1	2.1	2.1	58.074	534	534	3			1				0	2.6415	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.1	226900	132170	94729	226900	132170	94729				1291	9218	True	9685	12997	17949;17950	17949		
Tb927.3.5610:mRNA-p1	Tb927.3.5610:mRNA-p1	4	4	4		1	4	4	4	4	4	4	9.3	9.3	9.3	54.986	473	473	3			5				0	12.511	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	9.3	232100	108510	123590	232100	108510	123590				1292	1129;2506;2533;4410	True;True;True;True	1177;2626;2653;4598	1581;1582;3459;3495;6165	2193;2194;4810;4811;4863;8546	2194;4810;4863;8546		
Tb927.3.5620:mRNA-p1	Tb927.3.5620:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1.1	1.1	1.1	113.69	1022	1022	1	1						0.00054915	2.0498	By MS/MS	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	1.1	185890	105640	80253	185890	105640	80253				1293	8012	True	8409	11302	15548	15548		
Tb927.3.640:mRNA-p1	Tb927.3.640:mRNA-p1	2	2	2		1	2	2	2	2	2	2	9.8	9.8	9.8	32.723	296	296	4				3			0	5.2344	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	9.8	98536	27489	71046	98536	27489	71046				1294	1569;3328	True;True	1645;3479	2181;4618;4619	2995;6417;6418	2995;6418		
Tb927.3.690:mRNA-p1	Tb927.3.690:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1.5	1.5	1.5	63.827	583	583	2		1					0.0063976	1.3681	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	1.5	331310	200550	130760	331310	200550	130760				1295	639	True	662	868	1218	1218		
Tb927.3.760:mRNA-p1	Tb927.3.760:mRNA-p1	5	5	5		1	5	5	5	5	5	5	10.2	10.2	10.2	60.033	550	550	2		5					0	12.705	By MS/MS	1.0414	1.0195	13.651	4	0	Leave out requantified	1.0414	1.0195	13.651	4	0	Leave out requantified	10.2	1373600	690940	682680	1373600	690940	682680				1296	859;4971;5698;5883;7193	True;True;True;True;True	888;5182;6005;6202;7555	1178;6948;7975;8304;10145	1631;1632;9601;9602;10992;11457;11458;13917;13918	1632;9601;10992;11457;13917		
Tb927.3.780:mRNA-p1	Tb927.3.780:mRNA-p1	1	1	1		1	1	1	1	1	1	1	7.2	7.2	7.2	25.463	237	237	5					1		0	13.568	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	7.2	88931	48581	40350	88931	48581	40350				1297	6706	True	7048	9408	12927;12928	12927		
Tb927.3.820:mRNA-p1	Tb927.3.820:mRNA-p1	2	2	2		1	2	2	2	2	2	2	11.2	11.2	11.2	22.174	188	188	5					2		0	5.9842	By MS/MS	1.2648	1.3141	4.0412	2	0	Median	1.2648	1.3141	4.0412	2	0	Median	11.2	977070	442390	534680	977070	442390	534680				1298	6657;7226	True;True	6997;7590	9326;10191	12820;13990;13991	12820;13991		
Tb927.3.830:mRNA-p1	Tb927.3.830:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.8	2.8	2.8	44.362	393	393	4				1			0.0068493	1.3316	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.8	185700	96481	89220	185700	96481	89220				1299	2718	True	2841	3753	5245	5245		
Tb927.3.910:mRNA-p1	Tb927.3.910:mRNA-p1	9	9	9		1	9	9	9	9	9	9	24.8	24.8	24.8	50.119	447	447	3.9			1	9			0	35.801	By MS/MS	0.8713	0.85773	11.527	8	2	Leave out requantified	0.8713	0.85773	11.527	8	2	Leave out requantified	24.8	4820500	2818000	2002500	4820500	2818000	2002500				1300	525;1535;2853;3463;4714;6158;6991;8240;8582	True;True;True;True;True;True;True;True;True	540;1610;2980;3615;4912;6488;7344;8650;9011	720;2132;3941;4803;6579;8675;9830;11629;11630;12118	1015;1016;2927;2928;5509;6705;9104;11952;11953;13484;16031;16032;16033;16034;16730	1016;2928;5509;6705;9104;11952;13484;16031;16730	713	378
Tb927.3.970:mRNA-p1	Tb927.3.970:mRNA-p1	3	3	3		1	3	3	3	3	3	3	11.1	11.1	11.1	39.639	370	370	4				3			0	7.3451	By MS/MS	0.88958	0.90605	18.411	3	0	Leave out requantified	0.88958	0.90605	18.411	3	0	Leave out requantified	11.1	1650200	830710	819500	1650200	830710	819500				1301	3454;5639;6341	True;True;True	3606;5945;6675	4793;7895;8929	6692;10889;10890;12271;12272	6692;10890;12272	714	101
Tb927.4.1020:mRNA-p1	Tb927.4.1020:mRNA-p1	6	6	6		1	6	6	6	6	6	6	14.3	14.3	14.3	54.128	490	490	3			7				0	11.638	By MS/MS	1.2898	1.2619	5.9818	5	1	Leave out requantified	1.2898	1.2619	5.9818	5	1	Leave out requantified	14.3	2745100	1432100	1313000	2745100	1432100	1313000				1302	134;1701;3258;4120;5910;8020	True;True;True;True;True;True	139;1781;3407;4295;6230;8417	189;2358;4528;5757;5758;8343;11312	271;3233;6293;6294;8061;8062;11505;15562;15563	271;3233;6293;8061;11505;15563		
Tb927.4.1080:mRNA-p1	Tb927.4.1080:mRNA-p1	3	3	3		1	3	3	3	3	3	3	4.4	4.4	4.4	67.749	610	610	2		3					0	9.2491	By MS/MS	0.90542	0.8512	16.781	3	0	Leave out requantified	0.90542	0.8512	16.781	3	0	Leave out requantified	4.4	994540	508220	486330	994540	508220	486330				1303	4109;5781;7159	True;True;True	4284;6091;7519	5743;8099;10084	8042;11168;11169;13818;13819	8042;11168;13818		
Tb927.4.1140:mRNA-p1	Tb927.4.1140:mRNA-p1	5	5	5		1	5	5	5	5	5	5	9.5	9.5	9.5	65.934	581	581	2		5					0	14.165	By MS/MS	0.82694	0.80393	34.546	4	0	Leave out requantified	0.82694	0.80393	34.546	4	0	Leave out requantified	9.5	1072200	596050	476130	1072200	596050	476130				1304	1538;1939;5198;7589;8942	True;True;True;True;True	1613;2031;5412;7973;9383	2135;2691;7234;10744;12593	2931;2932;3743;3744;9976;14752;14753;17401	2931;3744;9976;14753;17401		
Tb927.4.1170:mRNA-p1	Tb927.4.1170:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.7	2.7	2.7	36.669	339	339	4				1			0.00055066	2.0643	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.7	207490	105350	102140	207490	105350	102140				1305	1522	True	1593	2083	2870;2871	2870		
Tb927.4.1180.2:mRNA-p1;Tb927.4.1180.1:mRNA-p1	Tb927.4.1180.2:mRNA-p1;Tb927.4.1180.1:mRNA-p1	2;1	2;1	2;1	;	2	2	2	2	2	2	2	10.1	10.1	10.1	36.969	335	335;186	4				2			0.00056689	2.2866	By MS/MS	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	10.1	159940	95001	64943	159940	95001	64943				1306	697;3788	True;True	721;3948	947;5268	1330;7374	1330;7374		
Tb927.4.1250:mRNA-p1	Tb927.4.1250:mRNA-p1	6	6	6		1	6	6	6	6	6	6	7.8	7.8	7.8	99.586	911	911	1.38	7			1			0	14.474	By MS/MS	0.86077	0.82454	16.013	7	2	Leave out requantified	0.86077	0.82454	16.013	7	2	Leave out requantified	7.8	4792800	2657100	2135700	4792800	2657100	2135700				1307	112;754;1702;2243;3088;5771	True;True;True;True;True;True	115;779;1782;2352;3232;6081	151;1028;2359;2360;2361;3105;4276;8086	219;1438;1439;3234;3235;3236;4315;5957;11149;11150	219;1438;3235;4315;5957;11149		
Tb927.4.1270:mRNA-p1	Tb927.4.1270:mRNA-p1	5	5	5		1	5	5	5	5	5	5	13.1	13.1	13.1	49.905	459	459	3.57			3	4			0	12.91	By MS/MS	1.1984	1.1739	27.4	5	0	Leave out requantified	1.1984	1.1739	27.4	5	0	Leave out requantified	13.1	1199900	573820	626080	1199900	573820	626080				1308	484;514;2255;3699;6950	True;True;True;True;True	498;529;2364;3857;7302	673;674;709;3121;3122;5131;9778	952;953;954;955;1001;4338;4339;7160;13410	952;1001;4339;7160;13410		
Tb927.4.1280:mRNA-p1	Tb927.4.1280:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.5	3.5	3.5	43.863	398	398	4				1			0	4.1238	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	3.5	307860	113390	194480	307860	113390	194480				1309	5049	True	5261	7041	9727	9727		
Tb927.4.1300:mRNA-p1	Tb927.4.1300:mRNA-p1	5	5	5		1	5	5	5	5	5	5	14.2	14.2	14.2	42.015	374	374	4				6			0	10.198	By MS/MS	1.1964	1.1924	7.8512	5	0	Leave out requantified	1.1964	1.1924	7.8512	5	0	Leave out requantified	14.2	2461600	1118400	1343200	2461600	1118400	1343200				1310	2611;2923;4810;7565;8242	True;True;True;True;True	2732;3052;5009;5010;7946;8652	3595;4058;6720;6721;10696;11632	5006;5007;5656;9284;9285;14687;16036	5006;5656;9284;14687;16036	715;716	65;111
Tb927.4.1330:mRNA-p1	Tb927.4.1330:mRNA-p1	2	2	2		1	2	2	2	2	2	2	3.9	3.9	3.9	79.257	696	696	1	2						0	11.688	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.9	0	0	0	0	0	0				1311	8246;9251	True;True	8656;9720	11636;13037	16041;18006	16041;18006		
Tb927.4.1340:mRNA-p1	Tb927.4.1340:mRNA-p1	3	3	3		1	3	3	3	3	3	3	3.2	3.2	3.2	85.313	770	770	1	3						0.00055556	2.142	By MS/MS	0.95871	0.97538	6.4624	2	0	Median	0.95871	0.97538	6.4624	2	0	Median	3.2	370690	179110	191580	370690	179110	191580				1312	1162;4907;5065	True;True;True	1214;5110;5277	1633;6838;7062	2258;9450;9754	2258;9450;9754		
Tb927.4.1360:mRNA-p1	Tb927.4.1360:mRNA-p1	1	1	1		1	1	1	1	1	1	1	4.4	4.4	4.4	32.547	293	293	4				1			0.0054429	1.4042	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	4.4	0	0	0	0	0	0				1313	5782	True	6092	8100	11170	11170		
Tb927.4.1370:mRNA-p1	Tb927.4.1370:mRNA-p1	1	1	1		1	1	1	1	1	1	1	7.3	7.3	7.3	17.643	151	151	6						1	0	5.2739	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.3	0	0	0	0	0	0				1314	9176	True	9640	12942	17879	17879		
Tb927.4.1410:mRNA-p1	Tb927.4.1410:mRNA-p1	3	3	3		1	3	3	3	3	3	3	5	5	5	65.113	614	614	2		3					0	4.1727	By MS/MS	1.2264	1.1764	155.72	3	1	Plateau	1.2264	1.1764	155.72	3	1	Plateau	5	941010	663140	277870	941010	663140	277870				1315	4618;6655;7548	True;True;True	4812;6995;7927	6454;9323;10664	8939;12815;14641;14642	8939;12815;14641		
Tb927.4.1500:mRNA-p1	Tb927.4.1500:mRNA-p1	6	6	6		1	6	6	6	6	6	6	4.2	4.2	4.2	241.82	2167	2167	1	6						0	7.3058	By MS/MS	0.87017	0.85967	18.598	4	1	Leave out requantified	0.87017	0.85967	18.598	4	1	Leave out requantified	4.2	857130	410390	446750	857130	410390	446750				1316	800;848;1878;5231;7445;7840	True;True;True;True;True;True	825;877;1966;5449;7822;8232	1086;1155;2610;7286;10504;11073	1509;1596;3627;10048;10049;14423;15208	1509;1596;3627;10048;14423;15208		
Tb927.4.1540:mRNA-p1	Tb927.4.1540:mRNA-p1	5	5	5		1	5	5	5	5	5	5	10.8	10.8	10.8	55.24	508	508	3			7				0	7.592	By MS/MS	1.0467	1.0385	32.503	5	1	Leave out requantified	1.0467	1.0385	32.503	5	1	Leave out requantified	10.8	1969900	908570	1061400	1969900	908570	1061400				1317	467;468;2577;4084;7366	True;True;True;True;True	481;482;2698;4259;7737	641;642;3556;3557;5712;5713;10394	907;908;909;4945;4946;7996;7997;7998;14269	908;909;4945;7996;14269	717	450
Tb927.4.1590.1-p1;Tb927.4.1590.2-p1	Tb927.4.1590.1-p1;Tb927.4.1590.2-p1	2;1	2;1	2;1	;	2	2	2	2	2	2	2	7.7	7.7	7.7	48.07	430	430;351	3			2				0.00056402	2.2517	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.7	0	0	0	0	0	0				1318	1075;2802	True;True	1119;2928	1501;3859	2090;5396	2090;5396		
Tb927.4.1600:mRNA-p1	Tb927.4.1600:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.4	3.4	3.4	27.063	234	234	5					1		0.0068426	1.3296	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	3.4	213190	91187	122000	213190	91187	122000				1319	4117	True	4292	5754	8056;8057	8056		
Tb927.4.1660:mRNA-p1	Tb927.4.1660:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.6	2.6	2.6	42.163	385	385	4				1			0.0091566	1.2491	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.6	110090	49638	60454	110090	49638	60454				1320	5670	True	5977	7936	10944	10944		
Tb927.4.1680:mRNA-p1	Tb927.4.1680:mRNA-p1	5	5	5		1	5	5	5	5	5	5	12.6	12.6	12.6	51.675	469	469	2.62		3	5				0	12.607	By MS/MS	0.77955	0.78427	5.5503	5	2	Leave out requantified	0.77955	0.78427	5.5503	5	2	Leave out requantified	12.6	1168700	662740	505980	1168700	662740	505980				1321	408;4127;6910;8420;8839	True;True;True;True;True	420;4302;7261;8840;9277	561;562;5766;5767;9731;11900;11901;12465	786;787;788;789;790;791;8072;8073;13341;16423;16424;16425;17220	791;8073;13341;16423;17220		
Tb927.4.1700:mRNA-p1	Tb927.4.1700:mRNA-p1	3	3	3		1	3	3	3	3	3	3	4.2	4.2	4.2	75.691	692	692	1	3						0	13.48	By MS/MS	1.0068	0.99266	5.9261	3	0	Leave out requantified	1.0068	0.99266	5.9261	3	0	Leave out requantified	4.2	2165900	1088300	1077600	2165900	1088300	1077600				1322	3126;4635;4636	True;True;True	3270;4830;4831	4326;6477;6478	6018;8969;8970	6018;8969;8970		
Tb927.4.1760:mRNA-p1	Tb927.4.1760:mRNA-p1	1	1	1		1	1	1	1	1	1	1	10.2	10.2	10.2	17.442	157	157	6						1	0	9.48	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	10.2	192490	90881	101600	192490	90881	101600				1323	8119	True	8520	11442	15765;15766	15765		
Tb927.4.1800:mRNA-p1;Tb927.4.1790:mRNA-p1	Tb927.4.1800:mRNA-p1;Tb927.4.1790:mRNA-p1	8;8	8;8	8;8	;	2	8	8	8	8	8	8	24	24	24	48.691	429	429;429	1.85	5	5	3				0	23.651	By MS/MS	0.86633	0.85483	20.745	4	1	Leave out requantified	0.86633	0.85483	20.745	4	1	Leave out requantified	24	1591800	793610	798150	1591800	793610	798150				1324	362;933;3495;3680;6257;7472;7836;8419	True;True;True;True;True;True;True;True	371;967;968;3648;3838;6589;7849;8228;8839	496;497;1301;1302;1303;1304;4850;5105;8807;10549;10550;11069;11899	691;692;1828;1829;1830;1831;6766;6767;7125;12119;14475;14476;14477;15204;16422	691;1831;6766;7125;12119;14476;15204;16422	718;719	296;315
Tb927.4.1850:mRNA-p1	Tb927.4.1850:mRNA-p1	6	6	6		1	6	6	6	6	6	6	14.5	14.5	14.5	64.384	578	578	2		7					0	18.396	By MS/MS	1.0225	0.99164	12.545	6	0	Leave out requantified	1.0225	0.99164	12.545	6	0	Leave out requantified	14.5	2576900	1246500	1330400	2576900	1246500	1330400				1325	0;69;795;3804;4903;7802	True;True;True;True;True;True	0;71;820;3964;5106;8193	0;88;89;1081;5286;6834;11026	0;121;122;123;124;1501;1502;1503;7393;7394;9445;15138	0;122;1501;7393;9445;15138	720	158
Tb927.4.1860:mRNA-p1	Tb927.4.1860:mRNA-p1	5	5	5		1	5	5	5	5	5	5	27.5	27.5	27.5	18.846	167	167	2.64	3	3	1	3	1		0	9.4976	By MS/MS	0.9452	0.94021	213.39	7	1	Leave out requantified	0.9452	0.94021	213.39	7	1	Leave out requantified	27.5	11977000	7737000	4240100	11977000	7737000	4240100				1326	655;952;2092;3241;4304	True;True;True;True;True	679;987;2194;3390;4488	893;894;895;1329;1330;1331;2896;4502;4503;6008;6009	1255;1256;1257;1258;1259;1260;1865;1866;1867;4027;6257;6258;6259;6260;6261;6262;8345;8346	1259;1866;4027;6262;8345		
Tb927.4.1870:mRNA-p1	Tb927.4.1870:mRNA-p1	2	2	2		1	2	2	2	2	2	2	4.9	4.9	4.9	46.97	426	426	4				2			0	3.3621	By MS/MS	0.97789	0.95689	6.6388	2	0	Median	0.97789	0.95689	6.6388	2	0	Median	4.9	545770	277030	268740	545770	277030	268740				1327	2457;8066	True;True	2573;8466	3397;11377	4722;4723;15661	4723;15661		
Tb927.4.1930:mRNA-p1	Tb927.4.1930:mRNA-p1	2	2	2		1	2	2	2	2	2	2	9.9	9.9	9.9	31.293	272	272	4				2			0	27.024	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	9.9	308600	137640	170960	308600	137640	170960				1328	2818;8790	True;True	2945;9228	3883;12408	5428;5429;17141	5428;17141		
Tb927.4.1940:mRNA-p1	Tb927.4.1940:mRNA-p1	3	3	3		1	3	3	3	3	3	3	7.7	7.7	7.7	53.091	481	481	2		3					0	14.343	By MS/MS	0.80284	0.78564	29.491	3	1	Median	0.80284	0.78564	29.491	3	1	Median	7.7	1181300	576620	604680	1181300	576620	604680				1329	162;2959;6007	True;True;True	168;3089;6331	228;4098;8488	324;325;5712;5713;11696	325;5713;11696		
Tb927.4.1950:mRNA-p1	Tb927.4.1950:mRNA-p1	2	2	2		1	2	2	2	2	2	2	3.8	3.8	3.8	68.998	610	610	2		2					0	3.9134	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	3.8	110400	62646	47755	110400	62646	47755				1330	2314;5964	True;True	2425;6285	3198;8416	4441;11600	4441;11600		
Tb927.4.1960:mRNA-p1	Tb927.4.1960:mRNA-p1	1	1	1		1	1	1	1	1	1	1	3.2	3.2	3.2	37.392	347	347	4				1			0.00057208	2.3482	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.2	0	0	0	0	0	0				1331	6920	True	7272	9743	13357	13357		
Tb927.4.2000:mRNA-p1	Tb927.4.2000:mRNA-p1	5	5	5		1	5	5	5	5	5	5	11.8	11.8	11.8	52.61	474	474	3			7				0	13.462	By MS/MS	1.0482	1.0278	14.631	4	0	Leave out requantified	1.0482	1.0278	14.631	4	0	Leave out requantified	11.8	1008700	483170	525560	1008700	483170	525560				1332	2630;2667;5575;7354;7427	True;True;True;True;True	2752;2789;5862;5863;5864;7725;7803	3630;3687;7792;7793;7794;10377;10480	5052;5153;10756;10757;10758;10759;14247;14248;14390	5052;5153;10757;14248;14390	721;722	39;44
Tb927.4.2020:mRNA-p1	Tb927.4.2020:mRNA-p1	2	2	2		1	2	2	2	2	2	2	6.6	6.6	6.6	47.994	426	426	4				2			0	5.4568	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	6.6	342990	143020	199970	342990	143020	199970				1333	6744;7989	True;True	7088;8385	9463;11275	12997;15508	12997;15508		
Tb927.4.2040:mRNA-p1;Tb927.4.2030:mRNA-p1	Tb927.4.2040:mRNA-p1;Tb927.4.2030:mRNA-p1	2;2	2;2	2;2	;	2	2	2	2	2	2	2	10	10	10	20.808	190	190;217	5					2		0.00057013	2.327	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	10	384820	171550	213270	384820	171550	213270				1334	4027;6501	True;True	4201;6838	5634;9127	7898;12545	7898;12545	723	66
Tb927.4.2060:mRNA-p1	Tb927.4.2060:mRNA-p1	5	5	5		1	5	5	5	5	5	5	8.9	8.9	8.9	66.835	586	586	2.17		5	1				0	25.057	By MS/MS	1.0039	0.9557	13.582	5	1	Leave out requantified	1.0039	0.9557	13.582	5	1	Leave out requantified	8.9	1602400	829980	772430	1602400	829980	772430				1335	1266;1573;6258;7973;8576	True;True;True;True;True	1320;1649;6590;8368;9005	1765;1766;2186;8808;11256;12112	2444;2445;2446;3000;3001;12120;15481;16720	2445;3000;12120;15481;16720		
Tb927.4.2080:mRNA-p1	Tb927.4.2080:mRNA-p1	3	3	3		1	3	3	3	3	3	3	4	4	4	104.88	906	906	1	3						0	10.21	By MS/MS	1.0097	1.0052	24.129	3	0	Leave out requantified	1.0097	1.0052	24.129	3	0	Leave out requantified	4	875950	458980	416970	875950	458980	416970				1336	82;4825;7869	True;True;True	84;5025;8262	107;6737;11110	155;9307;15264	155;9307;15264		
Tb927.4.2110:mRNA-p1	Tb927.4.2110:mRNA-p1	8	8	8		1	8	8	8	8	8	8	34.4	34.4	34.4	33.456	314	314	4				8			0	46.38	By MS/MS	0.89333	0.89032	5.6322	6	1	Leave out requantified	0.89333	0.89032	5.6322	6	1	Leave out requantified	34.4	3143700	1912100	1231700	3143700	1912100	1231700				1337	281;298;365;1375;1752;2498;3563;3744	True;True;True;True;True;True;True;True	290;307;375;1436;1834;2618;3717;3903	393;421;501;1900;2435;3450;4942;5202	558;600;698;2619;2620;3367;4799;4800;6884;6885;7255;7256	558;600;698;2620;3367;4799;6885;7255		
Tb927.4.2120:mRNA-p1	Tb927.4.2120:mRNA-p1	1	1	1		1	1	1	1	1	1	1	2.9	2.9	2.9	43.976	408	408	4				1			0.0025615	1.5688	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	2.9	362930	198980	163960	362930	198980	163960				1338	8857	True	9295	12484	17245;17246	17245		
Tb927.4.2180:mRNA-p1	Tb927.4.2180:mRNA-p1	4	4	4		1	4	4	4	4	4	4	27.5	27.5	27.5	17.021	149	149	4.75	1			1	3	3	0	16.961	By MS/MS	0.9829	1.0228	6.2083	4	1	Median	0.9829	1.0228	6.2083	4	1	Median	27.5	3298400	1672500	1625900	3298400	1672500	1625900				1339	2491;2539;3275;3717	True;True;True;True	2611;2659;3425;3875	3443;3501;3502;4551;5165;5166;5167;5168	4790;4791;4870;4871;4872;6329;7210;7211;7212;7213	4790;4872;6329;7211		
Tb927.4.2210:mRNA-p1	Tb927.4.2210:mRNA-p1	2	2	2		1	2	2	2	2	2	2	13.2	13.2	13.2	17.877	159	159	6						2	0	2.6694	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	13.2	769060	399020	370040	769060	399020	370040				1340	813;3867	True;True	839;4031	1103;5385	1530;1531;7519	1531;7519		
Tb927.4.2220:mRNA-p1	Tb927.4.2220:mRNA-p1	2	2	2		1	2	2	2	2	2	2	3	3	3	80.445	705	705	3.5	1					1	0.0034757	1.4202	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	3	153940	67884	86056	153940	67884	86056				1341	248;1329	True;True	256;1386	349;1846	494;2548	494;2548		
Tb927.4.2240:mRNA-p1	Tb927.4.2240:mRNA-p1	14	14	14		1	14	14	14	14	14	14	35.4	35.4	35.4	44.187	390	390	4				17			0	61.15	By MS/MS	0.94529	0.93656	14.722	12	0	Leave out requantified	0.94529	0.93656	14.722	12	0	Leave out requantified	35.4	27699000	14130000	13569000	27699000	14130000	13569000				1342	125;546;987;2636;3174;3598;3908;3914;4263;5192;5303;5558;6739;8907	True;True;True;True;True;True;True;True;True;True;True;True;True;True	128;563;1023;2758;3320;3752;4074;4080;4445;5406;5524;5839;5840;7081;7082;9348	172;745;1372;3637;4406;4993;5451;5458;5958;7226;7369;7767;7768;9448;9449;12552;12553	250;1049;1050;1917;5061;5062;6129;6971;7641;7642;7650;7651;8294;9964;9965;10162;10726;10727;10728;12978;12979;17341;17342;17343;17344	250;1050;1917;5062;6129;6971;7642;7650;8294;9964;10162;10726;12979;17342	724;725;726;727	1;45;199;309
